participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
84	19	44	hope	NP was Ved that S	1	True	Someone was hoped that something happened.
84	19	45	tell	NP Ved S	2	True	Someone told something happened.
84	19	46	imagine	NP Ved so	5	True	Someone imagined so.
84	19	47	promise	NP Ved NP that S	7	True	Someone promised someone that something happened.
84	19	48	promise	NP Ved VPing	7	True	Someone promised doing something.
84	19	49	demand	It Ved NP WH to VP	2	True	It demanded someone why to do something.
84	19	50	realize	It Ved NP WH to VP	1	True	It realized someone where to do something.
84	19	51	doubt	NP Ved NP S notense	1	True	Someone doubted someone something happen.
84	19	52	expect	NP Ved to NP that S	1	True	Someone expected to someone that something happened.
84	19	53	deny	NP Ved WH S	6	True	Someone denied where something happened.
84	19	54	love	NP Ved that S notense	6	True	Someone loved that something happen.
84	19	55	say	NP Ved WH S	7	True	Someone said where something happened.
84	19	56	allow	NP Ved NP S	1	True	Someone allowed someone something happened.
84	19	57	want	NP Ved NP NP	1	True	Someone wanted someone something.
84	19	58	suppose	NP Ved it that S	3	True	Someone supposed it that something happened.
84	19	59	understand	NP was Ved to VP	3	True	Someone was understood to do something.
84	19	60	pretend	NP Ved	6	True	Someone pretended.
11	19	1	hate	S, NP Ved	5	True	Something happened, someone hated.
11	19	2	see	NP Ved WH to VP	1	True	Someone saw why to do something.
11	19	3	allow	NP Ved NP that S notense	1	True	Someone allowed someone that something happen.
11	19	4	believe	NP Ved if S notense	2	True	Someone believed if something happen.
11	19	5	feel	NP Ved for NP to VP	4	True	Someone felt for someone to do something.
11	19	6	expect	NP Ved there to VP	5	True	Someone expected there to be a particular thing in a particular place.
11	19	7	see	S, NP Ved	5	True	Something happened, someone saw.
11	19	8	imagine	NP Ved to	2	True	Someone imagined to.
11	19	9	hear	S, I V	6	True	Something happened, I hear.
11	19	10	amaze	NP Ved NP about NP	6	True	Someone amazed someone about something.
11	19	11	understand	It Ved NP WH to VP	1	True	It understood someone how to do something.
11	19	12	forget	NP Ved NP to VP	1	True	Someone forgot someone to do something.
11	19	13	worry	NP Ved if S	7	True	Someone worried if something happened.
11	19	14	guess	NP Ved WH to VP	3	True	Someone guessed where to do something.
11	19	15	doubt	NP Ved NP	7	True	Someone doubted something.
11	19	16	hear	NP Ved WH S	6	True	Someone heard why something happened.
11	19	17	say	NP was Ved that S notense	1	True	Someone was said that something happen.
11	19	18	hate	NP Ved WH to VP	1	True	Someone hated why to do something.
11	19	19	bother	It Ved NP WH S	4	True	It bothered someone how something happened.
11	19	20	feel	NP Ved about NP	1	True	Someone felt about something.
11	19	21	pretend	NP Ved NP NP	1	True	Someone pretended someone something.
11	19	22	remember	It Ved NP to VP	1	True	It remembered someone to do something.
11	19	23	bother	It Ved NP that S	6	True	It bothered someone that something happened.
11	19	24	forget	NP Ved NP VP	1	True	Someone forgot someone do something.
11	19	25	want	NP Ved	5	True	Someone wanted.
11	19	26	hope	NP Ved to VP	7	True	Someone hoped to do something.
11	19	27	deny	NP was Ved that S notense	1	True	Someone was denied that something happen.
11	19	28	tell	NP Ved NP about NP	7	True	Someone told someone about something.
11	19	29	need	It Ved NP that S	1	True	It needed someone that something happened.
11	19	30	think	It Ved NP WH to VP	1	True	It thought someone where to do something.
11	19	31	guess	NP Ved to NP that S notense	1	True	Someone guessed to someone that something happen.
11	19	32	worry	NP Ved WH S	7	True	Someone worried how something happened.
11	19	33	demand	It Ved NP WH S	1	True	It demanded someone why something happened.
11	19	34	amaze	NP Ved S	1	True	Someone amazed something happened.
11	19	35	realize	It Ved NP WH S	1	True	It realized someone where something happened.
11	19	36	love	NP Ved it that S notense	2	True	Someone loved it that something happen.
11	19	37	forbid	NP Ved NP that S notense	1	True	Someone forbade someone that something happen.
11	19	38	think	It Ved NP WH S	1	True	It thought someone where something happened.
11	19	39	believe	NP Ved WH to VP	4	True	Someone believed how to do something.
11	19	40	forbid	NP Ved NP S	1	True	Someone forbade someone something happened.
11	19	41	need	It Ved NP WH S	1	True	It needed someone how something happened.
11	19	42	suppose	NP Ved that S	7	True	Someone supposed that something happened.
11	19	43	remember	It Ved NP that S notense	1	True	It remembered someone that something happen.
11	19	44	hope	NP was Ved that S	1	True	Someone was hoped that something happened.
11	19	45	tell	NP Ved S	1	True	Someone told something happened.
11	19	46	imagine	NP Ved so	7	True	Someone imagined so.
11	19	47	promise	NP Ved NP that S	7	True	Someone promised someone that something happened.
11	19	48	promise	NP Ved VPing	1	True	Someone promised doing something.
11	19	49	demand	It Ved NP WH to VP	1	True	It demanded someone why to do something.
11	19	50	realize	It Ved NP WH to VP	1	True	It realized someone where to do something.
11	19	51	doubt	NP Ved NP S notense	1	True	Someone doubted someone something happen.
11	19	52	expect	NP Ved to NP that S	1	True	Someone expected to someone that something happened.
11	19	53	deny	NP Ved WH S	1	True	Someone denied where something happened.
11	19	54	love	NP Ved that S notense	1	True	Someone loved that something happen.
11	19	55	say	NP Ved WH S	5	True	Someone said where something happened.
11	19	56	allow	NP Ved NP S	1	True	Someone allowed someone something happened.
11	19	57	want	NP Ved NP NP	1	True	Someone wanted someone something.
11	19	58	suppose	NP Ved it that S	1	True	Someone supposed it that something happened.
11	19	59	understand	NP was Ved to VP	4	True	Someone was understood to do something.
11	19	60	pretend	NP Ved	7	True	Someone pretended.
82	19	1	hate	S, NP Ved	4	True	Something happened, someone hated.
82	19	2	see	NP Ved WH to VP	5	True	Someone saw why to do something.
82	19	3	allow	NP Ved NP that S notense	1	True	Someone allowed someone that something happen.
82	19	4	believe	NP Ved if S notense	5	True	Someone believed if something happen.
82	19	5	feel	NP Ved for NP to VP	5	True	Someone felt for someone to do something.
82	19	6	expect	NP Ved there to VP	7	True	Someone expected there to be a particular thing in a particular place.
82	19	7	see	S, NP Ved	5	True	Something happened, someone saw.
82	19	8	imagine	NP Ved to	3	True	Someone imagined to.
82	19	9	hear	S, I V	5	True	Something happened, I hear.
82	19	10	amaze	NP Ved NP about NP	7	True	Someone amazed someone about something.
82	19	11	understand	It Ved NP WH to VP	1	True	It understood someone how to do something.
82	19	12	forget	NP Ved NP to VP	4	True	Someone forgot someone to do something.
82	19	13	worry	NP Ved if S	6	True	Someone worried if something happened.
82	19	14	guess	NP Ved WH to VP	7	True	Someone guessed where to do something.
82	19	15	doubt	NP Ved NP	7	True	Someone doubted something.
82	19	16	hear	NP Ved WH S	7	True	Someone heard why something happened.
82	19	17	say	NP was Ved that S notense	2	True	Someone was said that something happen.
82	19	18	hate	NP Ved WH to VP	4	True	Someone hated why to do something.
82	19	19	bother	It Ved NP WH S	7	True	It bothered someone how something happened.
82	19	20	feel	NP Ved about NP	5	True	Someone felt about something.
82	19	21	pretend	NP Ved NP NP	2	True	Someone pretended someone something.
82	19	22	remember	It Ved NP to VP	3	True	It remembered someone to do something.
82	19	23	bother	It Ved NP that S	7	True	It bothered someone that something happened.
82	19	24	forget	NP Ved NP VP	2	True	Someone forgot someone do something.
82	19	25	want	NP Ved	7	True	Someone wanted.
82	19	26	hope	NP Ved to VP	7	True	Someone hoped to do something.
82	19	27	deny	NP was Ved that S notense	4	True	Someone was denied that something happen.
82	19	28	tell	NP Ved NP about NP	7	True	Someone told someone about something.
82	19	29	need	It Ved NP that S	3	True	It needed someone that something happened.
82	19	30	think	It Ved NP WH to VP	1	True	It thought someone where to do something.
82	19	31	guess	NP Ved to NP that S notense	5	True	Someone guessed to someone that something happen.
82	19	32	worry	NP Ved WH S	7	True	Someone worried how something happened.
82	19	33	demand	It Ved NP WH S	1	True	It demanded someone why something happened.
82	19	34	amaze	NP Ved S	4	True	Someone amazed something happened.
82	19	35	realize	It Ved NP WH S	1	True	It realized someone where something happened.
82	19	36	love	NP Ved it that S notense	7	True	Someone loved it that something happen.
82	19	37	forbid	NP Ved NP that S notense	2	True	Someone forbade someone that something happen.
82	19	38	think	It Ved NP WH S	1	True	It thought someone where something happened.
82	19	39	believe	NP Ved WH to VP	7	True	Someone believed how to do something.
82	19	40	forbid	NP Ved NP S	2	True	Someone forbade someone something happened.
82	19	41	need	It Ved NP WH S	2	True	It needed someone how something happened.
82	19	42	suppose	NP Ved that S	6	True	Someone supposed that something happened.
82	19	43	remember	It Ved NP that S notense	2	True	It remembered someone that something happen.
82	19	44	hope	NP was Ved that S	4	True	Someone was hoped that something happened.
82	19	45	tell	NP Ved S	4	True	Someone told something happened.
82	19	46	imagine	NP Ved so	6	True	Someone imagined so.
82	19	47	promise	NP Ved NP that S	7	True	Someone promised someone that something happened.
82	19	48	promise	NP Ved VPing	2	True	Someone promised doing something.
82	19	49	demand	It Ved NP WH to VP	3	True	It demanded someone why to do something.
82	19	50	realize	It Ved NP WH to VP	3	True	It realized someone where to do something.
82	19	51	doubt	NP Ved NP S notense	5	True	Someone doubted someone something happen.
82	19	52	expect	NP Ved to NP that S	2	True	Someone expected to someone that something happened.
82	19	53	deny	NP Ved WH S	7	True	Someone denied where something happened.
82	19	54	love	NP Ved that S notense	7	True	Someone loved that something happen.
82	19	55	say	NP Ved WH S	7	True	Someone said where something happened.
82	19	56	allow	NP Ved NP S	2	True	Someone allowed someone something happened.
82	19	57	want	NP Ved NP NP	2	True	Someone wanted someone something.
82	19	58	suppose	NP Ved it that S	5	True	Someone supposed it that something happened.
82	19	59	understand	NP was Ved to VP	5	True	Someone was understood to do something.
82	19	60	pretend	NP Ved	7	True	Someone pretended.
21	19	1	hate	S, NP Ved	2	True	Something happened, someone hated.
21	19	2	see	NP Ved WH to VP	2	True	Someone saw why to do something.
21	19	3	allow	NP Ved NP that S notense	4	True	Someone allowed someone that something happen.
21	19	4	believe	NP Ved if S notense	3	True	Someone believed if something happen.
21	19	5	feel	NP Ved for NP to VP	7	True	Someone felt for someone to do something.
21	19	6	expect	NP Ved there to VP	6	True	Someone expected there to be a particular thing in a particular place.
21	19	7	see	S, NP Ved	3	True	Something happened, someone saw.
21	19	8	imagine	NP Ved to	3	True	Someone imagined to.
21	19	9	hear	S, I V	7	True	Something happened, I hear.
21	19	10	amaze	NP Ved NP about NP	7	True	Someone amazed someone about something.
21	19	11	understand	It Ved NP WH to VP	3	True	It understood someone how to do something.
21	19	12	forget	NP Ved NP to VP	3	True	Someone forgot someone to do something.
21	19	13	worry	NP Ved if S	7	True	Someone worried if something happened.
21	19	14	guess	NP Ved WH to VP	2	True	Someone guessed where to do something.
21	19	15	doubt	NP Ved NP	5	True	Someone doubted something.
21	19	16	hear	NP Ved WH S	5	True	Someone heard why something happened.
21	19	17	say	NP was Ved that S notense	7	True	Someone was said that something happen.
21	19	18	hate	NP Ved WH to VP	1	True	Someone hated why to do something.
21	19	19	bother	It Ved NP WH S	7	True	It bothered someone how something happened.
21	19	20	feel	NP Ved about NP	3	True	Someone felt about something.
21	19	21	pretend	NP Ved NP NP	4	True	Someone pretended someone something.
21	19	22	remember	It Ved NP to VP	4	True	It remembered someone to do something.
21	19	23	bother	It Ved NP that S	5	True	It bothered someone that something happened.
21	19	24	forget	NP Ved NP VP	5	True	Someone forgot someone do something.
21	19	25	want	NP Ved	7	True	Someone wanted.
21	19	26	hope	NP Ved to VP	7	True	Someone hoped to do something.
21	19	27	deny	NP was Ved that S notense	2	True	Someone was denied that something happen.
21	19	28	tell	NP Ved NP about NP	7	True	Someone told someone about something.
21	19	29	need	It Ved NP that S	5	True	It needed someone that something happened.
21	19	30	think	It Ved NP WH to VP	5	True	It thought someone where to do something.
21	19	31	guess	NP Ved to NP that S notense	6	True	Someone guessed to someone that something happen.
21	19	32	worry	NP Ved WH S	5	True	Someone worried how something happened.
21	19	33	demand	It Ved NP WH S	3	True	It demanded someone why something happened.
21	19	34	amaze	NP Ved S	6	True	Someone amazed something happened.
21	19	35	realize	It Ved NP WH S	3	True	It realized someone where something happened.
21	19	36	love	NP Ved it that S notense	5	True	Someone loved it that something happen.
21	19	37	forbid	NP Ved NP that S notense	5	True	Someone forbade someone that something happen.
21	19	38	think	It Ved NP WH S	5	True	It thought someone where something happened.
21	19	39	believe	NP Ved WH to VP	6	True	Someone believed how to do something.
