verb	frame	polarity	sentence	veridicalitylike	veridicalitynorm
hire	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t hired to do a particular thing.	-0.61784697	-1.2561582
hire	NP was Ved to VP[+eventive]	positive	A particular person was hired to do a particular thing.	-0.6362223	-1.2561582
fax	NP Ved NP to VP[+eventive]	negative	Someone didn\'t fax a particular person to do a particular thing.	-0.530121	-1.259979
fax	NP Ved NP to VP[+eventive]	positive	Someone faxed a particular person to do a particular thing.	-0.2205866	-1.259979
fancy	NP Ved to VP[-eventive]	negative	A particular person didn\'t fancy to have a particular thing.	-0.6786157	-1.2621844
fancy	NP Ved to VP[-eventive]	positive	A particular person fancied to have a particular thing.	-0.2884273	-1.2621844
certify	NP Ved to VP[-eventive]	positive	A particular person certified to have a particular thing.	-0.45299968	-1.2623235
certify	NP Ved to VP[-eventive]	negative	A particular person didn\'t certify to have a particular thing.	-0.47997275	-1.2623235
prohibit	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t prohibited to have a particular thing.	-0.24593812	-1.2625264
prohibit	NP was Ved to VP[-eventive]	positive	A particular person was prohibited to have a particular thing.	-0.47334024	-1.2625264
imagine	NP was Ved to VP[+eventive]	positive	A particular person was imagined to do a particular thing.	-0.44148907	-1.2638941
imagine	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t imagined to do a particular thing.	-0.27076623	-1.2638941
hanker	NP Ved to VP[-eventive]	positive	A particular person hankered to have a particular thing.	-0.36347204	-1.2704697
hanker	NP Ved to VP[-eventive]	negative	A particular person didn\'t hanker to have a particular thing.	-0.5020537	-1.2704697
arrange	NP was Ved to VP[+eventive]	positive	A particular person was arranged to do a particular thing.	-0.413693	-1.2800431
arrange	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t arranged to do a particular thing.	-0.4363974	-1.2800431
recognize	NP Ved to VP[+eventive]	negative	A particular person didn\'t recognize to do a particular thing.	-0.3333186	-1.2827014
recognize	NP Ved to VP[+eventive]	positive	A particular person recognized to do a particular thing.	-0.22421044	-1.2827014
refuse	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t refused to have a particular thing.	-0.39469042	-1.2850757
refuse	NP was Ved to VP[-eventive]	positive	A particular person was refused to have a particular thing.	-0.4777659	-1.2850757
say	NP Ved to VP[+eventive]	positive	A particular person said to do a particular thing.	-0.44205806	-1.2857525
say	NP Ved to VP[+eventive]	negative	A particular person didn\'t say to do a particular thing.	-0.37004724	-1.2857525
allow	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t allowed to do a particular thing.	-0.47756273	-1.2868168
allow	NP was Ved to VP[+eventive]	positive	A particular person was allowed to do a particular thing.	-0.43371284	-1.2868168
ruminate	NP Ved that S	positive	Someone ruminated that a particular thing happened	-0.37379646	-1.2935194
ruminate	NP Ved that S	negative	Someone didn\'t ruminate that a particular thing happened	-0.32794145	-1.2935194
presume	NP Ved that S	negative	Someone didn\'t presume that a particular thing happened	-0.29178348	-1.3043793
presume	NP Ved that S	positive	Someone presumed that a particular thing happened	-0.23627679	-1.3043793
check	NP Ved that S	negative	Someone didn\'t check that a particular thing happened	-0.18773626	-1.3044962
check	NP Ved that S	positive	Someone checked that a particular thing happened	-0.4025191	-1.3044962
refuse	NP Ved to VP[-eventive]	positive	A particular person refused to have a particular thing.	-0.5767155	-1.3089916
refuse	NP Ved to VP[-eventive]	negative	A particular person didn\'t refuse to have a particular thing.	-0.8261763	-1.3089916
declare	NP Ved that S	positive	Someone declared that a particular thing happened	-0.36406663	-1.3133706
declare	NP Ved that S	negative	Someone didn\'t declare that a particular thing happened	-0.15093127	-1.3133706
propose	NP Ved to VP[-eventive]	positive	A particular person proposed to have a particular thing.	-0.40084144	-1.3134656
propose	NP Ved to VP[-eventive]	negative	A particular person didn\'t propose to have a particular thing.	-0.28198543	-1.3134656
apply	NP Ved to VP[+eventive]	negative	A particular person didn\'t apply to do a particular thing.	-0.3777712	-1.3147727
apply	NP Ved to VP[+eventive]	positive	A particular person applied to do a particular thing.	-0.16251218	-1.3147727
question	NP was Ved that S	positive	Someone was questioned that a particular thing happened	-0.30192402	-1.314809
question	NP was Ved that S	negative	Someone wasn\'t questioned that a particular thing happened	-0.29561472	-1.314809
refuse	NP Ved for NP to VP	positive	Someone refused for a particular thing to happen.	-0.58788437	-1.3176442
refuse	NP Ved for NP to VP	negative	Someone didn\'t refuse for a particular thing to happen.	-0.6435775	-1.3176442
misjudge	NP was Ved to VP[-eventive]	positive	A particular person was misjudged to have a particular thing.	-0.55592185	-1.3196038
misjudge	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t misjudged to have a particular thing.	-0.54546624	-1.3196038
scribble	NP Ved that S	negative	Someone didn\'t scribble that a particular thing happened	-0.15031141	-1.3198324
scribble	NP Ved that S	positive	Someone scribbled that a particular thing happened	-0.25788435	-1.3198324
bet	NP was Ved that S	positive	Someone was betted that a particular thing happened	-0.23319548	-1.3239021
bet	NP was Ved that S	negative	Someone wasn\'t betted that a particular thing happened	-0.3725612	-1.3239021
assume	NP Ved that S	negative	Someone didn\'t assume that a particular thing happened	-0.24918889	-1.3247496
assume	NP Ved that S	positive	Someone assumed that a particular thing happened	-0.13321641	-1.3247496
realize	NP Ved to VP[+eventive]	positive	A particular person realized to do a particular thing.	-0.66979045	-1.3281938
realize	NP Ved to VP[+eventive]	negative	A particular person didn\'t realize to do a particular thing.	-0.60400337	-1.3281938
propose	NP Ved that S	positive	Someone proposed that a particular thing happened	-0.25365284	-1.3296802
propose	NP Ved that S	negative	Someone didn\'t propose that a particular thing happened	-0.14937511	-1.3296802
overhear	NP was Ved that S	negative	Someone wasn\'t overheard that a particular thing happened	-0.15968251	-1.3418466
overhear	NP was Ved that S	positive	Someone was overheard that a particular thing happened	-0.38990414	-1.3418466
radio	NP Ved NP to VP[+eventive]	positive	Someone radioed a particular person to do a particular thing.	-0.307383	-1.3441412
radio	NP Ved NP to VP[+eventive]	negative	Someone didn\'t radio a particular person to do a particular thing.	-0.44536194	-1.3441412
yearn	NP Ved to VP[+eventive]	positive	A particular person yearned to do a particular thing.	-0.3566623	-1.3526602
yearn	NP Ved to VP[+eventive]	negative	A particular person didn\'t yearn to do a particular thing.	-0.3029031	-1.3526602
obsess	NP Ved to VP[-eventive]	positive	A particular person obsessed to have a particular thing.	-0.34450608	-1.3566836
obsess	NP Ved to VP[-eventive]	negative	A particular person didn\'t obsess to have a particular thing.	-0.43845928	-1.3566836
sign_up	NP Ved to VP[-eventive]	positive	A particular person signed up to have a particular thing.	-0.6325914	-1.3673615
sign_up	NP Ved to VP[-eventive]	negative	A particular person didn\'t sign up to have a particular thing.	-0.45997143	-1.3673615
lust	NP Ved to VP[-eventive]	positive	A particular person lusted to have a particular thing.	-0.62660897	-1.3944796
lust	NP Ved to VP[-eventive]	negative	A particular person didn\'t lust to have a particular thing.	-0.2813616	-1.3944796
interest	NP was Ved to VP[-eventive]	positive	A particular person was interested to have a particular thing.	-0.42649767	-1.394574
interest	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t interested to have a particular thing.	-0.51804	-1.394574
estimate	NP Ved that S	positive	Someone estimated that a particular thing happened	-0.3491918	-1.400315
estimate	NP Ved that S	negative	Someone didn\'t estimate that a particular thing happened	-0.4291713	-1.400315
grant	NP was Ved to VP[+eventive]	positive	A particular person was granted to do a particular thing.	-0.21852592	-1.4032924
grant	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t granted to do a particular thing.	-0.49082768	-1.4032924
bet	NP Ved that S	negative	Someone didn\'t bet that a particular thing happened	-0.31496295	-1.4064775
bet	NP Ved that S	positive	Someone betted that a particular thing happened	-0.17905998	-1.4064775
elect	NP Ved that S	positive	Someone elected that a particular thing happened	-0.32166255	-1.4117305
elect	NP Ved that S	negative	Someone didn\'t elect that a particular thing happened	-0.36442846	-1.4117305
refuse	NP Ved NP to VP[+eventive]	positive	Someone refused a particular person to do a particular thing.	-0.57287997	-1.4356389
refuse	NP Ved NP to VP[+eventive]	negative	Someone didn\'t refuse a particular person to do a particular thing.	-0.6905276	-1.4356389
claim	NP Ved that S	negative	Someone didn\'t claim that a particular thing happened	-0.14939618	-1.4444056
claim	NP Ved that S	positive	Someone claimed that a particular thing happened	-0.3040111	-1.4444056
select	NP Ved that S	negative	Someone didn\'t select that a particular thing happened	-0.18685845	-1.4451351
select	NP Ved that S	positive	Someone selected that a particular thing happened	-0.13440712	-1.4451351
picture	NP Ved that S	negative	Someone didn\'t picture that a particular thing happened	-0.26792306	-1.4499329
picture	NP Ved that S	positive	Someone pictured that a particular thing happened	-0.20328328	-1.4499329
apply	NP Ved to VP[-eventive]	positive	A particular person applied to have a particular thing.	-0.33499238	-1.4536986
apply	NP Ved to VP[-eventive]	negative	A particular person didn\'t apply to have a particular thing.	-0.38713634	-1.4536986
doubt	NP Ved that S	positive	Someone doubted that a particular thing happened	-0.23723921	-1.4621003
doubt	NP Ved that S	negative	Someone didn\'t doubt that a particular thing happened	-0.18622448	-1.4621003
generalize	NP Ved that S	positive	Someone generalized that a particular thing happened	-0.35656515	-1.4653736
generalize	NP Ved that S	negative	Someone didn\'t generalize that a particular thing happened	-0.22760965	-1.4653736
reconsider	NP Ved that S	positive	Someone reconsidered that a particular thing happened	-0.15046848	-1.4653792
reconsider	NP Ved that S	negative	Someone didn\'t reconsider that a particular thing happened	-0.24205467	-1.4653792
dispatch	NP was Ved to VP[+eventive]	positive	A particular person was dispatched to do a particular thing.	-0.7363821	-1.4777339
dispatch	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t dispatched to do a particular thing.	-0.54542476	-1.4777339
prohibit	NP Ved NP to VP[-eventive]	positive	Someone prohibited a particular person to have a particular thing.	-0.548275	-1.4795512
prohibit	NP Ved NP to VP[-eventive]	negative	Someone didn\'t prohibit a particular person to have a particular thing.	-0.4872601	-1.4795512
perceive	NP Ved that S	negative	Someone didn\'t perceive that a particular thing happened	-0.21590587	-1.4883412
perceive	NP Ved that S	positive	Someone perceived that a particular thing happened	-0.42005715	-1.4883412
tweet	NP Ved NP to VP[+eventive]	positive	Someone tweeted a particular person to do a particular thing.	-0.19906592	-1.4895875
tweet	NP Ved NP to VP[+eventive]	negative	Someone didn\'t tweet a particular person to do a particular thing.	-0.37051228	-1.4895875
wish	NP Ved that S	negative	Someone didn\'t wish that a particular thing happened	-0.2396684	-1.4969658
wish	NP Ved that S	positive	Someone wished that a particular thing happened	-0.53753805	-1.4969658
ask	NP was Ved to VP[+eventive]	positive	A particular person was asked to do a particular thing.	-0.25839454	-1.4978678
ask	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t asked to do a particular thing.	-0.42193383	-1.4978678
plot	NP Ved to VP[+eventive]	negative	A particular person didn\'t plot to do a particular thing.	-0.27139297	-1.5055499
plot	NP Ved to VP[+eventive]	positive	A particular person plotted to do a particular thing.	-0.29289728	-1.5055499
prohibit	NP Ved NP to VP[+eventive]	negative	Someone didn\'t prohibit a particular person to do a particular thing.	-0.19824278	-1.5105246
prohibit	NP Ved NP to VP[+eventive]	positive	Someone prohibited a particular person to do a particular thing.	-0.41024363	-1.5105246
request	NP Ved that S	negative	Someone didn\'t request that a particular thing happened	-0.29215506	-1.5127352
request	NP Ved that S	positive	Someone requested that a particular thing happened	-0.5527941	-1.5127352
challenge	NP was Ved that S	negative	Someone wasn\'t challenged that a particular thing happened	-0.25719467	-1.5196344
