participant	list	presentationorder	verb	frame	tense	sentence	response	nativeenglish	version
27	0	26	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
40	0	30	trouble	NP be V that S	past	Someone was troubled that something happened.	2.0	True	1
13	0	20	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
22	0	3	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
9	0	9	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
14	0	16	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
28	0	18	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
35	0	10	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
23	0	18	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
44	0	12	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
10	0	41	warn	NP V that S[+future]	past	Someone warned that something would happen.	5.0	True	1
33	0	40	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
24	0	41	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
2	0	42	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
47	0	24	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
17	0	43	warn	NP V that S[+future]	past	Someone warned that something would happen.	5.0	True	1
43	0	15	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
20	0	37	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
42	0	19	warn	NP V that S[+future]	past	Someone warned that something would happen.	3.0	True	1
34	0	43	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
11	0	15	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
5	0	24	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
38	0	30	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
0	0	44	warn	NP V that S[+future]	past	Someone warned that something would happen.	5.0	True	1
48	0	17	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
37	0	18	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
26	0	11	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
29	0	9	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
46	0	10	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
1	0	16	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
32	0	37	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
7	0	27	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
36	0	44	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
49	0	40	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
15	0	22	warn	NP V that S[+future]	past	Someone warned that something would happen.	3.0	True	1
21	0	34	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
45	0	6	warn	NP V that S[+future]	past	Someone warned that something would happen.	5.0	True	1
30	0	44	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
16	0	43	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
6	0	2	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
31	0	33	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
12	0	18	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
18	0	33	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
41	0	2	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
3	0	12	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
4	0	39	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
39	0	34	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
19	0	23	warn	NP V that S[+future]	past	Someone warned that something would happen.	5.0	True	1
25	0	23	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
8	0	23	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
27	0	8	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
40	0	45	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
13	0	2	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
22	0	18	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
9	0	48	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
14	0	23	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
28	0	34	warn	NP V that S[+future]	past	Someone warned that something would happen.	6.0	True	1
35	0	50	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
23	0	17	warn	NP V that S[+future]	past	Someone warned that something would happen.	7.0	True	1
44	0	33	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
10	0	42	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
33	0	19	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
24	0	34	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
2	0	8	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
47	0	40	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
17	0	31	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	5.0	True	1
43	0	12	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
20	0	46	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	4.0	True	1
42	0	13	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
34	0	27	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
11	0	2	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
5	0	15	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
38	0	22	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
0	0	25	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	7.0	True	1
48	0	35	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
37	0	44	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
26	0	10	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
29	0	11	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
46	0	12	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	3.0	True	1
1	0	13	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
32	0	26	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
7	0	26	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
36	0	39	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
49	0	47	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	3.0	True	1
15	0	1	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
21	0	29	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	6.0	True	1
45	0	28	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
30	0	42	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	3.0	True	1
16	0	37	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	3.0	True	1
6	0	20	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
31	0	4	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
12	0	40	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
18	0	49	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	4.0	True	1
41	0	46	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
3	0	21	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
4	0	25	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
39	0	35	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
19	0	9	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
25	0	43	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	3.0	True	1
8	0	30	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
27	0	10	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
40	0	10	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	3.0	True	1
13	0	42	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
22	0	25	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
9	0	25	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
14	0	19	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
28	0	35	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	3.0	True	1
35	0	48	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	2.0	True	1
23	0	5	welcome	NP be V whichNP S	past	Someone was welcomed which thing happened.	1.0	True	1
44	0	13	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
10	0	5	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
33	0	5	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	5.0	True	2
24	0	40	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
2	0	38	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
47	0	20	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
17	0	32	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
43	0	6	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	3.0	True	2
20	0	22	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	5.0	True	2
42	0	33	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	5.0	True	2
34	0	7	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
11	0	38	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
5	0	37	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
38	0	15	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
0	0	20	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	5.0	True	2
48	0	13	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
37	0	28	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	5.0	True	2
26	0	13	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
29	0	15	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
46	0	13	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
1	0	23	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
32	0	22	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
7	0	29	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
36	0	29	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
49	0	50	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	5.0	True	2
15	0	21	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	3.0	True	2
21	0	14	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
45	0	7	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
30	0	40	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
16	0	46	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
6	0	48	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
31	0	14	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	6.0	True	2
12	0	28	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
18	0	21	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	5.0	True	2
41	0	12	write	NP V that S[+future]	past_progressive	Someone was writing that something would happen.	7.0	True	2
